time_unix,x,y,heading,velocity_cmd
1749038232.905102,1.158,2.081,-3.036,0.000
1749038233.104462,1.158,2.081,-3.036,0.000
1749038233.204032,1.158,2.081,-3.036,0.000
1749038233.402941,1.158,2.081,-3.036,0.000
1749038233.502738,1.158,2.081,-3.036,0.000
1749038233.701675,1.158,2.081,-3.036,0.000
1749038233.801511,1.158,2.081,-3.036,0.000
1749038234.000423,1.158,2.081,-3.036,0.000
1749038234.100039,1.158,2.081,-3.036,0.000
1749038234.299276,1.158,2.081,-3.036,0.000
1749038234.398859,1.158,2.081,-3.036,0.000
1749038234.598534,1.158,2.081,-3.036,0.000
1749038234.698187,1.158,2.081,-3.036,0.000
1749038234.897289,1.158,2.081,-3.036,0.000
1749038234.996662,1.158,2.081,-3.036,0.000
1749038235.195984,1.158,2.081,-3.036,0.000
1749038235.295791,1.158,2.081,-3.036,0.000
1749038235.494865,1.158,2.081,-3.036,0.000
1749038235.694312,1.158,2.081,-3.036,0.000
1749038235.793859,1.158,2.081,-3.036,0.000
1749038235.992848,1.158,2.081,-3.036,0.000
1749038236.092584,1.158,2.081,-3.036,0.000
1749038236.192231,1.158,2.081,-3.036,0.000
1749038236.391284,1.158,2.081,-3.036,0.000
1749038236.491271,1.158,2.081,-3.036,0.000
1749038236.690265,1.158,2.081,-3.036,0.000
1749038236.789926,1.158,2.081,-3.036,0.000
1749038236.989153,1.158,2.081,-3.036,0.000
1749038237.188218,1.158,2.081,-3.036,0.000
1749038237.287916,1.158,2.081,-3.036,0.000
1749038237.486874,1.158,2.081,-3.036,0.000
1749038237.586581,1.158,2.081,-3.036,0.000
1749038237.785845,1.158,2.081,-3.036,0.000
1749038237.885658,1.158,2.081,-3.036,0.000
1749038238.084780,1.158,2.081,-3.036,0.000
1749038238.184386,1.158,2.081,-3.036,0.000
1749038238.383502,1.158,2.081,-3.036,0.000
1749038238.482957,1.158,2.081,-3.037,0.000
1749038238.682284,1.158,2.081,-3.037,0.000
